PRIORITY,REVIEW_SET,OBJECT_ID,ORIGIN_OBJECT_ID,SHORT_STATEMENT,CORPUS_GROUP,CLASS_CURRENT,SOURCE,SOURCE_LEVEL,CURRENT_STATUS,CANDIDATE_RELATIONS,TAGGING_QUESTIONS
15,residual/unclassified,CX-LIVE-PLANNING-0014,ASA-MI-REC-007,C-07 — Use explicit relation vocabulary when practical,D_LIVE_BRAINSTORM_AS_IS,RESEARCH_PRINCIPLE,control/research/asa-mi/planning-guidance/v0.1/AAA_ASA_MI_PLANNING_PRINCIPLES_AND_RECOMMENDATIONS_v0.1.md#ASA-MI-REC-007,LIVE_REPOSITORY_RESEARCH_RECORD,RECOMMENDED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?
15,residual/unclassified,CX-LIVE-PLANNING-0015,ASA-MI-REC-008,C-08 — Preserve non-claims when they materially reduce misreading,D_LIVE_BRAINSTORM_AS_IS,RESEARCH_PRINCIPLE,control/research/asa-mi/planning-guidance/v0.1/AAA_ASA_MI_PLANNING_PRINCIPLES_AND_RECOMMENDATIONS_v0.1.md#ASA-MI-REC-008,LIVE_REPOSITORY_RESEARCH_RECORD,RECOMMENDED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?
15,residual/unclassified,CX-LIVE-PLANNING-0016,ASA-MI-REC-009,C-09 — Free-form explanation may accompany structured notation,D_LIVE_BRAINSTORM_AS_IS,RESEARCH_PRINCIPLE,control/research/asa-mi/planning-guidance/v0.1/AAA_ASA_MI_PLANNING_PRINCIPLES_AND_RECOMMENDATIONS_v0.1.md#ASA-MI-REC-009,LIVE_REPOSITORY_RESEARCH_RECORD,RECOMMENDED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?
15,residual/unclassified,CX-LIVE-PLANNING-0017,ASA-MI-REC-010,"C-10 — Structured representation should reduce, not add, cognitive cost",D_LIVE_BRAINSTORM_AS_IS,RESEARCH_PRINCIPLE,control/research/asa-mi/planning-guidance/v0.1/AAA_ASA_MI_PLANNING_PRINCIPLES_AND_RECOMMENDATIONS_v0.1.md#ASA-MI-REC-010,LIVE_REPOSITORY_RESEARCH_RECORD,RECOMMENDED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?
15,residual/unclassified,CX-LIVE-PLANNING-0018,ASA-MI-REC-011,C-11 — Planners and RED teams may use the same representational layer,D_LIVE_BRAINSTORM_AS_IS,RESEARCH_PRINCIPLE,control/research/asa-mi/planning-guidance/v0.1/AAA_ASA_MI_PLANNING_PRINCIPLES_AND_RECOMMENDATIONS_v0.1.md#ASA-MI-REC-011,LIVE_REPOSITORY_RESEARCH_RECORD,RECOMMENDED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?
15,residual/unclassified,CX-LIVE-PLANNING-0019,ASA-MI-REC-012,"C-12 — Schema failure is a signal, not a rejection rule",D_LIVE_BRAINSTORM_AS_IS,RESEARCH_PRINCIPLE,control/research/asa-mi/planning-guidance/v0.1/AAA_ASA_MI_PLANNING_PRINCIPLES_AND_RECOMMENDATIONS_v0.1.md#ASA-MI-REC-012,LIVE_REPOSITORY_RESEARCH_RECORD,RECOMMENDED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?
15,residual/unclassified,CX-LIVE-PLANNING-0020,ASA-MI-REF-REP-001,REF-001 — AIDA controlled natural-language claims,D_LIVE_BRAINSTORM_AS_IS,CS_PRIOR,control/research/asa-mi/planning-guidance/v0.1/references/AAA_ASA_MI_REPRESENTATION_PRIOR_ART_REFERENCE_REGISTER_v0.1.md#ASA-MI-REF-REP-001,LOW_WEIGHT_EXTERNAL_REFERENCE_REGISTER,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?
15,residual/unclassified,CX-LIVE-PLANNING-0021,ASA-MI-REF-REP-002,REF-002 — Nanopublications,D_LIVE_BRAINSTORM_AS_IS,CS_PRIOR,control/research/asa-mi/planning-guidance/v0.1/references/AAA_ASA_MI_REPRESENTATION_PRIOR_ART_REFERENCE_REGISTER_v0.1.md#ASA-MI-REF-REP-002,LOW_WEIGHT_EXTERNAL_REFERENCE_REGISTER,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?
15,residual/unclassified,CX-LIVE-PLANNING-0022,ASA-MI-REF-REP-003,REF-003 — RDF 1.2,D_LIVE_BRAINSTORM_AS_IS,CS_PRIOR,control/research/asa-mi/planning-guidance/v0.1/references/AAA_ASA_MI_REPRESENTATION_PRIOR_ART_REFERENCE_REGISTER_v0.1.md#ASA-MI-REF-REP-003,LOW_WEIGHT_EXTERNAL_REFERENCE_REGISTER,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?
15,residual/unclassified,CX-LIVE-PLANNING-0023,ASA-MI-REF-REP-004,REF-004 — PROV-O,D_LIVE_BRAINSTORM_AS_IS,CS_PRIOR,control/research/asa-mi/planning-guidance/v0.1/references/AAA_ASA_MI_REPRESENTATION_PRIOR_ART_REFERENCE_REGISTER_v0.1.md#ASA-MI-REF-REP-004,LOW_WEIGHT_EXTERNAL_REFERENCE_REGISTER,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?
15,residual/unclassified,CX-LIVE-PLANNING-0024,ASA-MI-REF-REP-005,REF-005 — SHACL,D_LIVE_BRAINSTORM_AS_IS,CS_PRIOR,control/research/asa-mi/planning-guidance/v0.1/references/AAA_ASA_MI_REPRESENTATION_PRIOR_ART_REFERENCE_REGISTER_v0.1.md#ASA-MI-REF-REP-005,LOW_WEIGHT_EXTERNAL_REFERENCE_REGISTER,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?
15,residual/unclassified,CX-LIVE-PLANNING-0025,ASA-MI-REF-REP-006,REF-006 — SBVR,D_LIVE_BRAINSTORM_AS_IS,CS_PRIOR,control/research/asa-mi/planning-guidance/v0.1/references/AAA_ASA_MI_REPRESENTATION_PRIOR_ART_REFERENCE_REGISTER_v0.1.md#ASA-MI-REF-REP-006,LOW_WEIGHT_EXTERNAL_REFERENCE_REGISTER,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?
15,residual/unclassified,CX-LIVE-PLANNING-0026,ASA-MI-REF-REP-007,REF-007 — JSON-LD 1.1,D_LIVE_BRAINSTORM_AS_IS,CS_PRIOR,control/research/asa-mi/planning-guidance/v0.1/references/AAA_ASA_MI_REPRESENTATION_PRIOR_ART_REFERENCE_REGISTER_v0.1.md#ASA-MI-REF-REP-007,LOW_WEIGHT_EXTERNAL_REFERENCE_REGISTER,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?
15,residual/unclassified,CX-LIVE-WORLDVIEW-0003,WORLDVIEW-W-03,"Hypotheses accumulate, compete, strengthen, weaken, and can be replaced",D_LIVE_BRAINSTORM_AS_IS,PHILOSOPHICAL_GROUNDING,control/research/asa-mi/foundational-worldview/v0.1/AAA_ASA_MI_FOUNDATIONAL_WORLDVIEW_v0.1.md#W-03,LIVE_REPOSITORY_RESEARCH_RECORD,ACTIVE_UNCONFIRMED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?
15,residual/unclassified,CX-LIVE-WORLDVIEW-0004,WORLDVIEW-W-04,"Research progress means moving toward better explanations, not defending prior beliefs",D_LIVE_BRAINSTORM_AS_IS,PHILOSOPHICAL_GROUNDING,control/research/asa-mi/foundational-worldview/v0.1/AAA_ASA_MI_FOUNDATIONAL_WORLDVIEW_v0.1.md#W-04,LIVE_REPOSITORY_RESEARCH_RECORD,ACTIVE_UNCONFIRMED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?
15,residual/unclassified,CX-LIVE-WORLDVIEW-0005,WORLDVIEW-H-01,Continuous substance is not assumed,D_LIVE_BRAINSTORM_AS_IS,WORKING_HYPOTHESIS,control/research/asa-mi/foundational-worldview/v0.1/AAA_ASA_MI_FOUNDATIONAL_WORLDVIEW_v0.1.md#H-01,LIVE_REPOSITORY_RESEARCH_RECORD,ACTIVE_UNCONFIRMED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?
15,residual/unclassified,CX-LIVE-WORLDVIEW-0008,WORLDVIEW-H-04,Process continuity is not an INIT prerequisite,D_LIVE_BRAINSTORM_AS_IS,WORKING_HYPOTHESIS,control/research/asa-mi/foundational-worldview/v0.1/AAA_ASA_MI_FOUNDATIONAL_WORLDVIEW_v0.1.md#H-04,LIVE_REPOSITORY_RESEARCH_RECORD,ACTIVE_UNCONFIRMED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?
15,residual/unclassified,CX-LIVE-WORLDVIEW-0009,WORLDVIEW-H-05,"Digital discontinuity is a native condition, not an exception",D_LIVE_BRAINSTORM_AS_IS,WORKING_HYPOTHESIS,control/research/asa-mi/foundational-worldview/v0.1/AAA_ASA_MI_FOUNDATIONAL_WORLDVIEW_v0.1.md#H-05,LIVE_REPOSITORY_RESEARCH_RECORD,ACTIVE_UNCONFIRMED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?
15,residual/unclassified,CX-SRC-META-0001,SN-META-BOUNDARY-001,A source-normalized record is not a raw primary source.,C_EXISTING_SOURCE_NORMALIZED_AS_IS,NON_CLAIM,control/research/asa-mi/source-normalized-drafts/v0.1/00_README_SOURCE_NORMALIZATION_BOUNDARY.md#SN-META-BOUNDARY-001,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
15,residual/unclassified,CX-SRC-META-0003,SN-META-BOUNDARY-003,Source disagreement and historical status must be preserved rather than synthesized into false consensus.,C_EXISTING_SOURCE_NORMALIZED_AS_IS,PRINCIPLE,control/research/asa-mi/source-normalized-drafts/v0.1/00_README_SOURCE_NORMALIZATION_BOUNDARY.md#SN-META-BOUNDARY-003,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
15,residual/unclassified,CX-SRC-META-0004,SN-R3-THESIS-001,Memory write is not one homogeneous operation.,C_EXISTING_SOURCE_NORMALIZED_AS_IS,PRINCIPLE,control/research/asa-mi/source-normalized-drafts/v0.1/11_ADDITIONAL_SOURCE_OBJECTS_AND_PARKING_LOT.md#SN-R3-THESIS-001,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
15,residual/unclassified,CX-SRC-META-0006,SN-R3-THESIS-003,Per-event safety is insufficient for compositional drift.,C_EXISTING_SOURCE_NORMALIZED_AS_IS,PRINCIPLE,control/research/asa-mi/source-normalized-drafts/v0.1/11_ADDITIONAL_SOURCE_OBJECTS_AND_PARKING_LOT.md#SN-R3-THESIS-003,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
15,residual/unclassified,CX-SRC-META-0011,PL-002,A Persona may be deeply integrated yet remain externally defined.,C_EXISTING_SOURCE_NORMALIZED_AS_IS,ALTERNATIVE_HYPOTHESIS,control/research/asa-mi/source-normalized-drafts/v0.1/11_ADDITIONAL_SOURCE_OBJECTS_AND_PARKING_LOT.md#PL-002,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
15,residual/unclassified,CX-SRC-META-0013,PL-004,Long use does not necessarily imply capture.,C_EXISTING_SOURCE_NORMALIZED_AS_IS,COUNTER_HYPOTHESIS,control/research/asa-mi/source-normalized-drafts/v0.1/11_ADDITIONAL_SOURCE_OBJECTS_AND_PARKING_LOT.md#PL-004,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
15,residual/unclassified,CX-SRC-META-0015,PL-006,One high-quality adaptive agent may outperform a multi-Persona architecture.,C_EXISTING_SOURCE_NORMALIZED_AS_IS,COUNTER_HYPOTHESIS,control/research/asa-mi/source-normalized-drafts/v0.1/11_ADDITIONAL_SOURCE_OBJECTS_AND_PARKING_LOT.md#PL-006,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
15,residual/unclassified,CX-SRC-META-0016,PL-007,Long-term memory may be more dangerous than helpful.,C_EXISTING_SOURCE_NORMALIZED_AS_IS,COUNTER_HYPOTHESIS,control/research/asa-mi/source-normalized-drafts/v0.1/11_ADDITIONAL_SOURCE_OBJECTS_AND_PARKING_LOT.md#PL-007,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
15,residual/unclassified,CX-SRC-META-0017,PL-008,Local sovereignty may be illusory if high-quality cognition remains centralized.,C_EXISTING_SOURCE_NORMALIZED_AS_IS,COUNTER_HYPOTHESIS,control/research/asa-mi/source-normalized-drafts/v0.1/11_ADDITIONAL_SOURCE_OBJECTS_AND_PARKING_LOT.md#PL-008,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
15,residual/unclassified,CX-SRC-META-0019,PL-010,PCS-SHAI may reproduce the cognitive concentration it seeks to prevent.,C_EXISTING_SOURCE_NORMALIZED_AS_IS,COUNTER_HYPOTHESIS,control/research/asa-mi/source-normalized-drafts/v0.1/11_ADDITIONAL_SOURCE_OBJECTS_AND_PARKING_LOT.md#PL-010,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
15,residual/unclassified,CX-SRC-SOURCE-NORMALIZED-SET-0011,SN-OQ-CAN-003,Can embeddings/graphs/indexes contain non-reconstructable semantic judgments and therefore fail the 'derived and rebuildable' assumption?,C_EXISTING_SOURCE_NORMALIZED_AS_IS,OPEN_QUESTION,control/research/asa-mi/source-normalized-drafts/v0.1/08_OPEN_QUESTION_AND_EXPERIMENT_CATALOG.md#SN-OQ-CAN-003,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
15,residual/unclassified,CX-SRC-SOURCE-NORMALIZED-SET-0019,SN-OQ-COM-002,Does Shared Evidence + Separate Interpretation preserve useful common origin while reducing correlated cognitive failure better than shared interpretation?,C_EXISTING_SOURCE_NORMALIZED_AS_IS,OPEN_QUESTION,control/research/asa-mi/source-normalized-drafts/v0.1/08_OPEN_QUESTION_AND_EXPERIMENT_CATALOG.md#SN-OQ-COM-002,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
15,residual/unclassified,CX-SRC-SOURCE-NORMALIZED-SET-0028,SN-OQ-EVO-003,How are many individually low-risk semantic changes aggregated into a material compositional-drift judgment?,C_EXISTING_SOURCE_NORMALIZED_AS_IS,OPEN_QUESTION,control/research/asa-mi/source-normalized-drafts/v0.1/08_OPEN_QUESTION_AND_EXPERIMENT_CATALOG.md#SN-OQ-EVO-003,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
15,residual/unclassified,CX-SRC-SOURCE-NORMALIZED-SET-0034,SN-OQ-PORT-005,What minimal user-side control functions can reliably govern stronger external computation without requiring local reasoning parity?,C_EXISTING_SOURCE_NORMALIZED_AS_IS,OPEN_QUESTION,control/research/asa-mi/source-normalized-drafts/v0.1/08_OPEN_QUESTION_AND_EXPERIMENT_CATALOG.md#SN-OQ-PORT-005,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
15,residual/unclassified,CX-SRC-SOURCE-NORMALIZED-SET-0042,SN-OQ-AUTH-004,How can the system maximize meaningful approval density while minimizing Owner cognitive burden?,C_EXISTING_SOURCE_NORMALIZED_AS_IS,OPEN_QUESTION,control/research/asa-mi/source-normalized-drafts/v0.1/08_OPEN_QUESTION_AND_EXPERIMENT_CATALOG.md#SN-OQ-AUTH-004,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
15,residual/unclassified,CX-SRC-SOURCE-NORMALIZED-SET-0043,SN-OQ-REL-001,How should technical portability be distinguished from cognitive/relational exit cost?,C_EXISTING_SOURCE_NORMALIZED_AS_IS,OPEN_QUESTION,control/research/asa-mi/source-normalized-drafts/v0.1/08_OPEN_QUESTION_AND_EXPERIMENT_CATALOG.md#SN-OQ-REL-001,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
15,residual/unclassified,CX-SRC-SOURCE-NORMALIZED-SET-0044,SN-OQ-REL-002,Which observable signs distinguish valuable familiarity from harmful dependency/manipulation?,C_EXISTING_SOURCE_NORMALIZED_AS_IS,OPEN_QUESTION,control/research/asa-mi/source-normalized-drafts/v0.1/08_OPEN_QUESTION_AND_EXPERIMENT_CATALOG.md#SN-OQ-REL-002,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
15,residual/unclassified,CX-SRC-SRC-MI0-0009,SN-MI-HIST-PC-002,MEMORY != REQUIREMENT,C_EXISTING_SOURCE_NORMALIZED_AS_IS,PRINCIPLE,control/research/asa-mi/source-normalized-drafts/v0.1/11_ADDITIONAL_SOURCE_OBJECTS_AND_PARKING_LOT.md#SN-MI-HIST-PC-002,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
15,residual/unclassified,CX-SRC-SRC-MI0-0010,SN-MI-HIST-PC-003,MEMORY != DESIGN CONTRACT,C_EXISTING_SOURCE_NORMALIZED_AS_IS,PRINCIPLE,control/research/asa-mi/source-normalized-drafts/v0.1/11_ADDITIONAL_SOURCE_OBJECTS_AND_PARKING_LOT.md#SN-MI-HIST-PC-003,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
15,residual/unclassified,CX-SRC-SRC-MI0-0011,SN-MI-HIST-PC-004,MEMORY != OWNER DECISION RECEIPT,C_EXISTING_SOURCE_NORMALIZED_AS_IS,PRINCIPLE,control/research/asa-mi/source-normalized-drafts/v0.1/11_ADDITIONAL_SOURCE_OBJECTS_AND_PARKING_LOT.md#SN-MI-HIST-PC-004,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
15,residual/unclassified,CX-SRC-SRC-MI0-0012,SN-MI-HIST-PC-005,MEMORY != VALIDATION EVIDENCE,C_EXISTING_SOURCE_NORMALIZED_AS_IS,PRINCIPLE,control/research/asa-mi/source-normalized-drafts/v0.1/11_ADDITIONAL_SOURCE_OBJECTS_AND_PARKING_LOT.md#SN-MI-HIST-PC-005,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
15,residual/unclassified,CX-SRC-SRC-MI0-0013,SN-MI-HIST-PC-006,MEMORY != ACTIVE BASELINE POINTER,C_EXISTING_SOURCE_NORMALIZED_AS_IS,PRINCIPLE,control/research/asa-mi/source-normalized-drafts/v0.1/11_ADDITIONAL_SOURCE_OBJECTS_AND_PARKING_LOT.md#SN-MI-HIST-PC-006,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
15,residual/unclassified,CX-SRC-SRC-MI0-0015,SN-MI-M-009,MEMORY_SCOPE_HIERARCHY_CANDIDATE,C_EXISTING_SOURCE_NORMALIZED_AS_IS,MODEL,control/research/asa-mi/source-normalized-drafts/v0.1/11_ADDITIONAL_SOURCE_OBJECTS_AND_PARKING_LOT.md#SN-MI-M-009,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
15,residual/unclassified,CX-SRC-SRC-MI0-0016,SN-MI-PC-015,MEMORY_VISIBILITY != MEMORY_APPLICABILITY,C_EXISTING_SOURCE_NORMALIZED_AS_IS,PRINCIPLE,control/research/asa-mi/source-normalized-drafts/v0.1/11_ADDITIONAL_SOURCE_OBJECTS_AND_PARKING_LOT.md#SN-MI-PC-015,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
15,residual/unclassified,CX-SRC-SRC-MI0-0018,SN-MI-PC-017,Memory evaluation should not collapse into one undifferentiated importance score.,C_EXISTING_SOURCE_NORMALIZED_AS_IS,PRINCIPLE,control/research/asa-mi/source-normalized-drafts/v0.1/11_ADDITIONAL_SOURCE_OBJECTS_AND_PARKING_LOT.md#SN-MI-PC-017,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
